input,golds,options,preds
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Perlembagaan Malaysia menyebut agama  _____  adalah Agama Persekutuan.
A. Islam
B. Hindu
C. Buddha
D. Kristian
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Islam', 'B. Hindu', 'C. Buddha', 'D. Kristian']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Mengapakah sambutan Hari Malaysia penting untuk negara?
A. mengukuhkan perpaduan
B. memantapkan ekonomi
C. menjamin keselamatan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. mengukuhkan perpaduan', 'B. memantapkan ekonomi', 'C. menjamin keselamatan']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Pembesar Mandarin di Vietnam dipilih melalui
A.       peperiksaan
B.       pemilihan rakyat
C.       pelantikan maharaja
D.       persetujuan golongan bangsawan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A.       peperiksaan', 'B.       pemilihan rakyat', 'C.       pelantikan maharaja', 'D.       persetujuan golongan bangsawan']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Negara mana yang tidak pernah menjajah Malaysia
A. Jepun
B. Korea
C. Portugis
D. Inggeris
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Jepun', 'B. Korea', 'C. Portugis', 'D. Inggeris']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Dol Said ialah Pahlawan Naning?
A. Betul
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Betul', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Zaman Logam merujuk kepada penggunaan teknologi gangsa dan  _____  .
A. emas
B. besi
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. emas', 'B. besi']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Zaman Neolitik wujud kira-kira 5000 tahun
A. Benar
B. Palsu
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Palsu']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah tema sambutan hari kemerdekaan pada tahun 2015?
A.1Malaysia
B.Keranamu Malaysia
C.Cemerlang, Gemilang , Terbilang
D.Sehati Sejiwa
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A.1Malaysia', 'B.Keranamu Malaysia', 'C.Cemerlang, Gemilang , Terbilang', 'D.Sehati Sejiwa']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Tuai rumah yang bertanggungjawab menetapkan tarikh Hari Gawai atau pesta menuai  
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Mengapakah pelantikanTunku Abdullah sebagai Raja Muda ditentang oleh kerabat diraja Kedah?
A. Anak raja dari luar
B. Bukan anak gahara
C. Seorang yang zalim
D. Tidak cukup matang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Anak raja dari luar', 'B. Bukan anak gahara', 'C. Seorang yang zalim', 'D. Tidak cukup matang']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

 Apakah kesan daripada pemisahan kegiatan ekonomi dan petempatan antara kaum?
A. Peristiwa 13 Mei 1969
B. Kurang interaksi antara kaum
C. Mewujudkan jurang eknomi tidak seimbang
D. Semua jawapan Betul
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",3,"['A. Peristiwa 13 Mei 1969', 'B. Kurang interaksi antara kaum', 'C. Mewujudkan jurang eknomi tidak seimbang', 'D. Semua jawapan Betul']",D
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah persamaan pertubuhan-pertubuhan yang tersenarai di atas?
A. Menentang  prinsip kerakyatan jus soli
B. Menyokong penubuhan Malayan Union
C. Membantah penubuhan Malayan Union
D. Mendesak kuasa raja-raja Melayu dikembalikan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Menentang  prinsip kerakyatan jus soli', 'B. Menyokong penubuhan Malayan Union', 'C. Membantah penubuhan Malayan Union', 'D. Mendesak kuasa raja-raja Melayu dikembalikan']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Siapakah wakil British yang telah mengetuai Rundingan Kemerdekaan di London?
A. Kolonel H.S Lee
B. Tunku Abdul Rahman
C. Lord Allan Lennox-Boyd
D. Dr Ismail Abdul Rahman
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Kolonel H.S Lee', 'B. Tunku Abdul Rahman', 'C. Lord Allan Lennox-Boyd', 'D. Dr Ismail Abdul Rahman']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Bagaimanakah keadaan permukaan bumi pada Zaman Air Batu?
A. Sebahagian permukaan bumi dilitupi ais
B. Keseluruhan permukaan bumi dilitupi ais
C. Tiada bahagian permukaan bumi dilitupi ais
D. Keadaan permukaan bumi seperti sekarang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Sebahagian permukaan bumi dilitupi ais', 'B. Keseluruhan permukaan bumi dilitupi ais', 'C. Tiada bahagian permukaan bumi dilitupi ais', 'D. Keadaan permukaan bumi seperti sekarang']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah yang menyebabkan kuasa Sultan dan pembesar terjejas?
A. pergaduhan antara kaum
B. cukai baharu British
C. rakyat memberontak
D. penghapusan cukai British
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. pergaduhan antara kaum', 'B. cukai baharu British', 'C. rakyat memberontak', 'D. penghapusan cukai British']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Penyerahan Sarawak diisytihar di Kuching pada 1 Julai 1946 menyimpulkan bahawa
A. British dengan rasminya mengambil alih pentadbiran Sarawak
B. Taraf Sarawak sebagai negeri naungan dimansuhkan
C. Orang Cina menyokong penyerahan Sarawak
D. Sebahagian besar pribumi menentang penyerahan Sarawak.
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. British dengan rasminya mengambil alih pentadbiran Sarawak', 'B. Taraf Sarawak sebagai negeri naungan dimansuhkan', 'C. Orang Cina menyokong penyerahan Sarawak', 'D. Sebahagian besar pribumi menentang penyerahan Sarawak.']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Laporan Fenn-Wu 1951 memberi tumpuan kepada
A. Pendidikan sekolah Melayu
B. Pendidikan sekolah Inggeris
C. Pendidikan sekolah Cina
D. Pendidikan sekolah Tamil
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Pendidikan sekolah Melayu', 'B. Pendidikan sekolah Inggeris', 'C. Pendidikan sekolah Cina', 'D. Pendidikan sekolah Tamil']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Kataha dan Temasik pernah menjadi pelabuhan utama kerajaan Majapahit
A. Betul
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Betul', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Antara berikut yag manakah tujuan penubuhan UMNO pada tahun 1946
A. menjadi pelindung kedaulatan tanah air
B. menjalaka ikhtiar & langkah dengan tujuan mendirikan sebuah kerajaan merdeka yang memerintah tanah melayu
C. menentang Malayan Union
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. menjadi pelindung kedaulatan tanah air', 'B. menjalaka ikhtiar & langkah dengan tujuan mendirikan sebuah kerajaan merdeka yang memerintah tanah melayu', 'C. menentang Malayan Union']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah keputusan Rang Undang-Undang Penyerahan Sarawak ( Cession Bill ) setelah bersidang selama tiga hari?
A. 18 undi menyokong penyerahan dan 16 undi menentang
B. 18 undi menentang penyerahan dan 16 undi menyokong
C. 16 undi menyokong penyerahan dan 18 undi rosak
D. 18 undi menentang penyerahan dan 16 undi rosak
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. 18 undi menyokong penyerahan dan 16 undi menentang', 'B. 18 undi menentang penyerahan dan 16 undi menyokong', 'C. 16 undi menyokong penyerahan dan 18 undi rosak', 'D. 18 undi menentang penyerahan dan 16 undi rosak']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Zaman Batu Air berlaku sebanyak 5 kali.
A. Benar
B. Tidak Benar
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Tidak Benar']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Animisme ialah sebuah kepercayaan
A. upacara perkuburan
B. menyembah setiap benda yang mempunyai roh seperti pokok dan orang mati
C. menyembah bintang
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. upacara perkuburan', 'B. menyembah setiap benda yang mempunyai roh seperti pokok dan orang mati', 'C. menyembah bintang']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Apakah sumbangan Malaysia untuk menghapuskan Dasar Apartheid di Afrika Selatan ?
A. Membantah campur tangan asing
B. Mencadangkan pemerintah yang baru
C. Menggugurkan keahliannya dalam Komanwel
D. Mengesyorkan penglibatan tentera Komanwel
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Membantah campur tangan asing', 'B. Mencadangkan pemerintah yang baru', 'C. Menggugurkan keahliannya dalam Komanwel', 'D. Mengesyorkan penglibatan tentera Komanwel']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Antara yang  berikut, yang manakah berkaitan dengan Perlembagaan 1941 di Sarawak?
I. Perlembagaan bertulis pertama di Sarawak
II. Vyner Brooke berjanji akan memberi Sarawak berkerajaan sendiri 
III. Kuasa mentadbir diberikan kepada Majlis Bahagian
IV. Kuasa mentadbir dibahagi kepada peringkat pusat dan bahagian 
A. A, I dan II
B. I dan IV
C. II dan III
D. III dan IV
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. A, I dan II', 'B. I dan IV', 'C. II dan III', 'D. III dan IV']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Sultan Johor iaitu Sultan Abdul Rahman bersetuju dengan syarat perjanjian 30 Januari 1819 yang membenarkan SHTI mendirikan loji di Singapura.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",1,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Semasa penjajahan Jepun di Tanah melayu, Bahasa Jepun menjadi bahasa pengantar di sekolah-sekolah. Apakah tujuan kerajaan Jepun mahu orang tempatan belajar Bahasa Jepun?
A. mendapatkan sokongan penduduk tempatan
B. memperkayakan budaya tempatan
C. memupuk kesetiaan kepada Maharaja Jepun
D. memudahkan komunikasi dengan penduduk tempatan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. mendapatkan sokongan penduduk tempatan', 'B. memperkayakan budaya tempatan', 'C. memupuk kesetiaan kepada Maharaja Jepun', 'D. memudahkan komunikasi dengan penduduk tempatan']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Nabi telah dilahirkan pada tahun 570 M di rumah datuknya dan diberi nama Muhammad yang bermaksud terpuji.
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Siapakah yang dihukum buang negeri ke Johor?
A. Raja Abdullah 
B. Raja Yusuf 
C. Raja Ismail 
D. Sultan Ali 
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",2,"['A. Raja Abdullah', 'B. Raja Yusuf', 'C. Raja Ismail', 'D. Sultan Ali']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Maklumat berikut berkaitan dengan sistem tulisan dalam Tamadun Mesir Purba.
* Berasaskan kombinasi gambar dan simbol yang berdasarkan bunyi.
?Apakah sistem tulisan tersebut ?
A. Hieroglif
B. Ideogram
C. Cuneiform
D. Piktograf
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Hieroglif', 'B. Ideogram', 'C. Cuneiform', 'D. Piktograf']",C
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Pusat Kerajaan Gangga Negara terletak di PANGKALAN
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Melanau merupakan Salah satu kumpulan etnik di Sarawak
A. Benar
B. Salah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Benar', 'B. Salah']",B
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Antara berikut, yang manakah bukan tanggungjawab kamu di sekolah?
A. Mengawasi lalu lintas di sekolah anda
B. Menjadi johan pertandingan Galeri Sejarah
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Mengawasi lalu lintas di sekolah anda', 'B. Menjadi johan pertandingan Galeri Sejarah']",A
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 19 Jul 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Berikut adalah soalan aneka pilihan tentang Sejarah. Sila berikan jawapan sahaja.

Selepas dikuasai oleh Perancis, pentadbiran di IndoChina diketuai oleh seorang Gabenor Jeneral. Mengapakah Gabenor Jeneral bertanggungjawab terus kepada Kementerian Tanah Jajahan di Paris?
A. Kawalan pemerintahan penjajah
B. Permintaan rakyat IndoChina
C. Pertelingkahan yang tiada penghujung
D. Kebangkitan rakyat tempatan
Jawapan:<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",0,"['A. Kawalan pemerintahan penjajah', 'B. Permintaan rakyat IndoChina', 'C. Pertelingkahan yang tiada penghujung', 'D. Kebangkitan rakyat tempatan']",B
